02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	00		
06	26	27	29	28	29	28	30	31	32	33	33	33	33	35	36	37	37	37	37	37	34	33	34	40	34	27	26	07	00		
06	02	02	02	02	02	03	02	02	02	02	02	02	02	00	00	02	02	02	02	02	02	02	03	02	02	02	02	07	00		
06	00	00	00	14	00	00	00	00	00	00	00	12	00	00	11	00	00	00	00	00	00	00	24	11	00	00	00	07	00		
06	00	00	01	02	02	03	02	04	00	00	01	02	02	03	02	02	04	00	00	01	02	02	03	02	04	00	00	07	00		
06	00	00	00	00	00	22	00	00	00	00	00	00	00	23	00	12	00	00	00	00	00	00	00	00	00	00	00	07	00		
06	00	00	01	02	02	03	02	04	00	00	01	02	02	03	02	02	04	00	00	01	02	02	03	02	04	00	00	07	00		
06	00	00	00	15	00	25	00	00	00	00	00	00	00	00	00	00	00	00	00	00	15	00	00	00	00	00	00	07	00		
06	00	00	01	02	02	03	02	04	00	00	01	02	02	03	02	02	04	00	00	01	02	02	03	02	04	00	00	07	00		
06	00	00	00	00	00	00	00	00	00	00	00	00	00	23	00	00	00	00	00	00	00	00	24	00	00	00	00	07	00		
06	00	00	01	02	02	03	02	04	00	00	01	02	02	03	02	02	04	00	00	01	02	02	03	02	04	00	00	07	00		
06	00	00	00	14	00	22	00	00	00	00	00	13	00	22	00	00	00	00	00	00	13	00	22	00	00	00	00	07	00		
05	21	00	05	05	05	05	05	05	21	00	05	05	05	05	05	05	05	21	00	05	05	05	05	05	05	21	00	05	00		
