02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	02	00		
26	27	29	28	29	28	29	30	32	31	32	31	32	32	33	41	40	40	39	40	39	38	37	36	37	36	37	35	34	00		
06	02	02	02	02	02	03	02	02	02	02	02	02	02	00	00	02	02	02	02	02	02	02	03	02	02	02	02	07	00		
06	00	00	00	14	00	00	00	00	00	00	00	12	00	00	11	00	00	00	00	00	00	00	24	11	00	00	00	07	00		
06	00	00	01	02	02	03	02	04	00	00	01	02	02	03	02	02	04	00	00	01	02	02	03	02	04	00	00	07	00		
06	00	00	00	00	00	22	00	00	00	00	00	00	00	23	00	12	00	00	00	00	00	00	00	00	00	00	00	07	00		
06	00	00	01	02	02	03	02	04	00	00	01	02	02	03	02	02	04	00	00	01	02	02	03	02	04	00	00	07	00		
06	00	00	00	15	00	25	00	00	00	00	00	00	00	00	00	00	00	00	00	00	15	00	00	00	00	00	00	07	00		
06	00	00	01	02	02	03	02	04	00	00	01	02	02	03	02	02	04	00	00	01	02	02	03	02	04	00	00	07	00		
06	00	00	00	00	00	00	00	00	00	00	00	00	00	23	00	00	00	00	00	00	00	00	24	00	00	00	00	07	00		
06	00	00	01	02	02	03	02	04	00	00	01	02	02	03	02	02	04	00	00	01	02	02	03	02	04	00	00	07	00		
06	00	00	00	14	00	22	00	00	00	00	00	13	00	22	00	00	00	00	00	00	13	00	22	00	00	00	00	07	00		
05	21	00	05	05	05	05	05	05	21	00	05	05	05	05	05	05	05	21	00	05	05	05	05	05	05	21	00	05	00		
